exps_10_bgr clr:
17 0.6364513018322083 0.0
40 0.46234375 0.0
45 0.9161290322580645 0.0
genes_200_exps_10_bgr clr:
genes_200_exps_10_bgr aracne:
1 0.5296775592828223 0.018070354953531074
2 0.5156601975394214 0.005875470181289035
3 0.5196053736356003 0.004077511436529637
4 0.5209573412698413 0.003002889043911011
5 0.5068762760310331 0.0013855475881106452
6 0.5320960236886634 0.003513643809533012
7 0.5185526941252131 0.0020525563515002227
8 0.5112603635204082 0.0018989721073403257
9 0.53743961352657 0.0037170290440535435
10 0.530940170940171 0.0013027321206808401
11 0.49475973897567727 0.00014423274883844419
12 0.5065506872852235 0.0007736986824080959
13 0.5110677436258831 0.0006946564173364778
14 0.5158678756476683 0.00028206867695667513
15 0.4896103896103896 0.0
16 0.5032552083333333 0.00028241475423177115
17 0.507541084318845 0.0001645488663125322
18 0.5041812100058174 0.0002783309259411548
19 0.520099461251554 0.0
20 0.5041447368421053 0.00017566655124653713
21 0.5264794572182436 0.00020426116344064742
22 0.5184383517716852 0.00039102336547689565
25 0.50088 3.8605511111110955e-05
27 0.48257372654155495 0.0
28 0.5090085765488992 0.0002328787035201802
31 0.48509485094850946 0.0
33 0.5027247956403269 0.0
40 0.4930555555555556 0.0
43 0.49159663865546216 0.0
46 0.5051891427167772 0.0
50 0.5129428571428571 0.0
53 0.4966559730302865 0.0
60 0.5011029411764706 0.0
67 0.5088297252476357 0.0
69 0.49967161434388546 0.0
74 0.49233128834355827 0.0
84 0.4996232670283303 0.0
genes_200_exps_10_bgr mrnet:
1 0.6097696163485637 0.07528824589520991
2 0.5278547911973662 0.03418740339689233
3 0.5504869857262803 0.027595496943561452
4 0.5354775432900433 0.013569363048476864
5 0.5226378113515722 0.01433899147342413
6 0.5418120769881556 0.018798627342837416
7 0.5630120515616699 0.011282338039084584
8 0.5556042729591837 0.0059581837620351855
9 0.5558397271952259 0.006753255436872107
10 0.5587606837606838 0.008310358682153553
11 0.5326190518992575 0.00873464049732736
12 0.5005772121993127 0.005933161041223366
13 0.5131457689597224 0.004450644724288511
14 0.5229459659511473 0.0027264776820014186
15 0.5132467532467533 0.0
16 0.5457682291666667 0.002970397737291123
17 0.5583474120718784 0.0013637080412173496
18 0.46602312390924955 0.0003092981149962724
19 0.5022102500345352 0.0
20 0.5472807017543859 0.0008806132656201899
21 0.4949742429953512 0.00019626042065914429
22 0.503006253006253 0.0016043977533876546
25 0.4717866666666667 0.0019219455999999991
27 0.5921457650680171 0.0
28 0.49238351254480284 0.00522519821196872
31 0.5225107089780575 0.0
33 0.5302617455206011 0.0
40 0.5648611111111111 0.0
43 0.4986971532799166 0.0
46 0.440985015966593 0.0
50 0.5237142857142856 0.0
53 0.5577728236637486 0.0
60 0.49093137254901964 0.0
67 0.5126395051768187 0.0
69 0.49389202679626953 0.0
74 0.5220527275742 0.0
84 0.5036919831223629 0.0
genes_200_exps_10_bgr mrnetb:
1 0.6108420088683246 0.07819257391984916
2 0.5324358863281927 0.03539993137195276
3 0.5521242653232578 0.02832932806290673
4 0.539693813131313 0.013067596972441312
5 0.5138097182523479 0.014943477166953925
6 0.5399217428087986 0.01695462596287087
7 0.567206330565109 0.011842285564455251
8 0.553352200255102 0.007022906521467908
9 0.5589892962015724 0.009354941526420456
10 0.5672649572649573 0.01041610599751625
11 0.53684361910583 0.01092710909819014
12 0.510510631443299 0.006578758044148314
13 0.5096583003559748 0.004328589675548464
14 0.5200314581791267 0.0032250322190542345
15 0.5191341991341991 0.0
16 0.5416829427083334 0.002977435853746206
17 0.5586085086776225 0.0020981361575148016
18 0.4688227166957533 0.00027003681002473465
19 0.4921259842519685 0.0
20 0.5433771929824561 0.0007901931363496458
21 0.4889433345897726 0.00012364299943353637
22 0.49160253326919995 0.002067639635447348
25 0.46896 0.0018204444444444461
27 0.5775990467679475 0.0
28 0.4835349462365592 0.0033024064384974757
31 0.5138561063029986 0.0
33 0.5231194781603501 0.0
40 0.5713541666666667 0.0
43 0.5003582828480229 0.0
46 0.44030950626381726 0.0
50 0.5381714285714285 0.0
53 0.5741395247675494 0.0
60 0.4922549019607843 0.0
67 0.5202814755053561 0.0
69 0.4886378562984369 0.0
74 0.5170369756259326 0.0
84 0.4915235081374322 0.0
genes_400_exps_10_bgr clr:
genes_400_exps_10_bgr aracne:
1 0.5490165626741456 0.024690114567884464
2 0.5394918983505275 0.012302329686769295
3 0.5118483528919724 0.003994604701966576
4 0.5040980141090066 0.0010796844213026365
5 0.5191680960548886 0.00234790929293583
6 0.5133351325416816 0.0012429964964390124
7 0.501682451038423 0.0004727203173152962
8 0.5031171085858586 0.0004689030082429413
9 0.5087608401534811 0.0008826405319811037
10 0.49410905550146056 4.399234305684154e-06
11 0.5044071897684065 0.000366167241780857
12 0.5056119571347998 0.0003273260173916001
13 0.5044594858762584 0.00027497012229310097
14 0.5122546346782988 0.0019148484727010448
15 0.49676150035385697 6.367887310681436e-05
16 0.49362244897959184 7.524534048313145e-06
17 0.49431673052362707 1.3415670481773334e-06
18 0.49541773231031544 1.8283101817026605e-06
19 0.4991955320439383 9.02399315732555e-05
20 0.4998148148148149 0.00028880893823913877
21 0.5004177109440268 0.00010326505607178882
22 0.4963484458985744 6.694282599177102e-05
23 0.4982429634603548 7.079704739016733e-05
24 0.4962145618556701 5.291264217485564e-05
25 0.4968206451612904 7.365857898022869e-05
26 0.4991210743390976 5.9389558030190345e-05
27 0.5043481385654737 9.068339242132819e-05
28 0.5005135085122132 5.807074467414886e-05
29 0.49254215304798965 1.0514079614293017e-07
30 0.5043578643578644 6.729550712234688e-05
31 0.49414824447334205 3.804782527085803e-06
32 0.4988606770833333 6.221841882776348e-05
33 0.5107068073169768 0.0
34 0.5143475144627042 0.00030945968346033216
35 0.5013258636788049 3.482212056936078e-05
36 0.49832145627302693 6.594849035702603e-05
37 0.4927916120576671 0.0
38 0.49491469816272965 4.816849911477596e-06
39 0.5007468805103495 1.8666271730873978e-05
41 0.5064108743854238 0.0
42 0.49109498680738783 1.0877813437668742e-07
43 0.4960369881109643 0.0
44 0.49537037037037035 0.0
47 0.5151592212709446 0.0
48 0.49689716312056736 0.0
49 0.4960053262316911 0.0
51 0.49198931909212285 0.0
53 0.4926372155287818 0.0
56 0.49663978494623656 0.0
59 0.5181500034310025 0.0
61 0.49733246079105575 3.755398483624444e-05
63 0.4989769765889168 0.0
70 0.4945205479452055 0.0
81 0.4977334775665791 0.0
83 0.5004789030599384 0.0
84 0.5010890529396116 0.0
85 0.5010283833813245 0.0
88 0.4978932584269663 0.0
91 0.50604473100947 0.0
105 0.49830078794107574 0.0
113 0.5059641122747356 0.0
118 0.49914260152095036 0.0
122 0.4981744765220755 0.0
335 0.49976247793291606 0.0
genes_400_exps_10_bgr mrnet:
1 0.6799603518997286 0.08503253699778987
2 0.6469462172874046 0.04618322703640531
3 0.5854257386769012 0.029845651669492105
4 0.5466696463084655 0.013021433114788861
5 0.5707061177815894 0.016247037995410926
6 0.5411868777737796 0.014508955660085308
7 0.502570321949713 0.007543976442034974
8 0.5354396235078053 0.01315382199808669
9 0.5335943102594244 0.006901775758924672
10 0.5533641674780916 0.0037566827592680208
11 0.5384212850942888 0.004044379620900424
12 0.5386597574732093 0.004002639554343223
13 0.4980940279542566 0.0050529415502383645
14 0.523591421301345 0.009215745099003036
15 0.5054267515923567 0.0042619558332319075
16 0.4931441326530613 0.002784215028660343
17 0.45632183908045987 0.0014623770226443247
18 0.5111774178270342 0.0017238730271926083
19 0.5024850057281488 0.002693394508316076
20 0.47886752136752136 0.0011624648440353579
21 0.4846567638608717 0.005024918127891443
22 0.5206648749707876 0.003970337795396473
23 0.5236360584186671 0.0007737476799084972
24 0.4880338733431517 0.0033599880367822937
25 0.4660645161290322 0.0026416855775234158
26 0.5230943152454781 0.0012149322012111662
27 0.5034856978582722 0.0010591873322671798
28 0.526600666173205 0.0003841426231960209
29 0.4808578201171788 0.006024825657757177
30 0.5396464646464647 0.0002720096241741277
31 0.5119551994630647 0.00036189161072084893
32 0.48361545138888884 0.0026026004810392085
33 0.5083560507289321 0.0
34 0.5382877694158603 0.012752227717296139
35 0.4607376283846872 0.0012516135866111149
36 0.5305046538685282 0.0005060871441069792
37 0.4292444475930714 0.0
38 0.500289231938113 0.002665745533404154
39 0.46835585206150254 0.000639573903635146
41 0.522124746939169 0.0
42 0.49660761402186204 0.00036353011186350743
43 0.48665171576910077 0.0
44 0.5177970177970178 0.0
47 0.5163459636630782 0.0
48 0.44581117021276595 0.0
49 0.47088236093372104 0.0
51 0.5166103824707453 0.0
53 0.47341567527973527 0.0
56 0.4578773041474654 0.0
59 0.502893478807841 0.0
61 0.5068158122407329 0.00024164491803793425
63 0.4751889901143633 0.0
70 0.5093835616438356 0.0
81 0.482657669259431 0.0
83 0.503831224479508 0.0
84 0.5213071960627826 0.0
85 0.5361908679555739 0.0
88 0.49653664453524005 0.0
91 0.5270230474743873 0.0
105 0.5332237067488866 0.0
113 0.5076709046643738 0.0
118 0.5379989065062876 0.0
122 0.5103426181149959 0.0
335 0.49338468945594616 0.0
genes_400_exps_10_bgr mrnetb:
1 0.6803623142066271 0.0863682532656177
2 0.651592644401702 0.04655966922730235
3 0.5803773956257535 0.029547404120882175
4 0.5451596926942405 0.013191491932425818
5 0.5676558033161807 0.01591730087698566
6 0.5504318100035985 0.013815459844663671
7 0.5025960573384461 0.007033288559334694
8 0.5394857667584939 0.01294540800034056
9 0.5350877192982456 0.007976197668244579
10 0.5484128529698151 0.0035058585665132948
11 0.5350414794331143 0.005003993362689756
12 0.5327587422447829 0.004017754682516053
13 0.49573599843612554 0.005234689529793555
14 0.5284305707015631 0.009710475415667903
15 0.50317338995046 0.004517319814141158
16 0.496223294005102 0.002430280215141424
17 0.45752385245285854 0.0013274482335103096
18 0.517245666382495 0.001530284160973475
19 0.5133010984567693 0.003308148743477406
20 0.4907051282051282 0.0009363526371539178
21 0.48459054139413577 0.004866442641893316
22 0.5210738490301472 0.0038461361433996012
23 0.518812601421297 0.0007544392633181132
24 0.48481989445262647 0.003645202036762245
25 0.4677625806451613 0.0038673249764828326
26 0.5223303021268138 0.0013976688903055688
27 0.5044679219970294 0.0007077675031130332
28 0.5260362694300518 0.0004784592046300657
29 0.48569927098707455 0.0050394822467337876
30 0.5513852813852814 0.00048020589319290705
31 0.5137275053483787 0.0007555061291522874
32 0.4840901692708333 0.003105052091457229
33 0.5005531191971869 0.0
34 0.5391260943019505 0.012250782041186977
35 0.46706816059757233 0.0012675195568423413
36 0.5321165406243941 0.0005350842910635897
37 0.44493641741348167 0.0
38 0.4927303494957867 0.0029563576411317212
39 0.4696474499365433 0.0007738053476380423
41 0.5195861049519587 0.0
42 0.49634847342630983 0.000489346762350693
43 0.4923197444010937 0.0
44 0.5171206108706108 0.0
47 0.5185922974767596 0.0
48 0.4402703900709219 0.0
49 0.46075980325552324 0.0
51 0.5118982172308175 0.0
53 0.4713318683539188 0.0
56 0.467741935483871 0.0
59 0.5071593586312587 0.0
61 0.5115796712438164 6.68230720567326e-05
63 0.46205121578255914 0.0
70 0.5039432485322897 0.0
81 0.4755232747815038 0.0
83 0.5087462821999293 0.0
84 0.5204675445597233 0.0
85 0.5327025915261209 0.0
88 0.49039198161389175 0.0
91 0.5218385281854958 0.0
105 0.528537170263789 0.0
113 0.503420025505275 0.0
118 0.5387071922063721 0.0
122 0.5079065718845205 0.0
335 0.4879473599743219 0.0
genes_500_exps_10_bgr clr:
genes_500_exps_10_bgr aracne:
1 0.579497766997767 0.03512465702871253
2 0.5560777639935957 0.016309273186101536
3 0.5400738297366325 0.00837685915510432
4 0.5215143360326552 0.00370444486310279
5 0.5087158012283641 0.0035117483627580184
6 0.5141197183098591 0.002355004746228321
7 0.5194682102448229 0.0033696281950600067
8 0.5118277954404467 0.002847500226864197
9 0.5061003577653427 0.0004853346568232584
10 0.5092275698158052 0.000828729590829832
11 0.5026541961577351 0.0006253965937411288
12 0.5012008132679877 0.00020117540426375306
13 0.5043985270049101 0.0002895721867521476
14 0.5084646590731783 0.00028301623307264455
15 0.5040397631133672 0.00018748942470389192
16 0.5065450618994826 0.0004160304137996651
17 0.4954857578840285 2.874237158862387e-06
18 0.5007015161801313 0.00013764895336050085
19 0.49812221685712754 8.458860904936015e-05
20 0.5012755102040817 0.0002717328427969826
21 0.5123303662629506 0.0005397636710585868
22 0.4991959472020822 9.311168269489557e-05
23 0.504013506297005 0.00024600050838670027
24 0.49590163934426235 1.0497850040311483e-06
25 0.5066974358974359 0.0004520389518174136
26 0.5068018480492813 9.765254417735939e-05
27 0.5007612957253245 7.662130245666702e-05
28 0.5046112580834804 7.227136025793423e-05
29 0.5066497389822082 0.00028364233468129317
30 0.49381443298969074 5.491196372267763e-06
31 0.5134616665002164 0.0008146245404515716
32 0.4962809917355372 5.762926029642896e-07
33 0.4960358497069976 7.723566657529114e-07
34 0.4932712215320911 0.0
35 0.4968911917098446 1.2528300536032301e-06
37 0.4957165109034268 9.940757131196083e-07
38 0.49428274428274427 0.0
39 0.4953173777315296 2.4904685437580615e-06
40 0.4959765625 2.7513800726996392e-05
41 0.49600278067431347 4.228519333213233e-07
42 0.4960855949895616 6.12902663429848e-07
43 0.5030132925080799 2.598368681488126e-05
44 0.4996909471281856 5.3176816113567265e-06
46 0.49922523015221953 4.847078385263437e-05
47 0.49916277823669936 4.347283543918631e-05
48 0.5304621848739497 2.1523621703583756e-05
49 0.4960567823343849 6.910651359297394e-08
50 0.49526315789473685 0.0
51 0.5155168495216844 0.0
52 0.4947257383966245 0.0
53 0.4957761351636748 1.1150646347215304e-06
58 0.49469214437367304 0.0
59 0.5036879266557395 2.871379992866807e-07
61 0.49307774227902024 2.8353640210454767e-07
66 0.49518201284796576 0.0
71 0.49893368102407054 2.4099312946037754e-05
75 0.4945945945945946 0.0
76 0.5014667350193667 2.7610966263294006e-05
80 0.5018885869565217 0.0
84 0.5032036286130173 0.0
92 0.5045758714805593 1.7031825464099628e-05
98 0.5068328883659895 0.0
103 0.49925317401045555 0.0
110 0.5022829417773238 2.5927756638123566e-05
115 0.5015229673298943 0.0
121 0.4937428896473265 3.235655369052371e-07
136 0.4996042687908497 0.0
144 0.5052488966770509 0.0
156 0.5040519807996111 0.0
422 0.5001065940733695 0.0
genes_500_exps_10_bgr mrnet:
1 0.7312962000462 0.08211923025376804
2 0.6548745639427002 0.048140714307699055
3 0.6177587746056038 0.0366409108326613
4 0.593560718282968 0.023550657869928812
5 0.5497682858738135 0.01998060644902034
6 0.5672551978537893 0.017260581792228894
7 0.5565174710367531 0.012415562918459029
8 0.5415148107940446 0.013061384786575737
9 0.5313758166936775 0.008217525480603095
10 0.517480689245395 0.00970205827807275
11 0.4858136470876613 0.0034274637681206365
12 0.5370365437886214 0.004807902471009846
13 0.5205654274803211 0.003523311225490499
14 0.5144885540423065 0.0032749491508689424
15 0.4598011844331641 0.0021806755699565693
16 0.5423797810421286 0.0038198667572374046
17 0.5104646639937765 0.0034671149353753625
18 0.511974805762993 0.005685917635705873
19 0.5552571221632062 0.00604685024208957
20 0.5235544217687074 0.011260487672960347
21 0.5253214326248034 0.005660431482066503
22 0.510187767242982 0.001233367630779686
23 0.5091395576520849 0.004189944866532726
24 0.49281262197501946 0.0015372122250672607
25 0.5121084249084249 0.002947500760240979
26 0.5441083557099984 0.00407965998692017
27 0.48478835978835977 0.0021984345444428038
28 0.47508818342151665 0.001173793360413057
29 0.5431855712205689 0.003242938353973772
30 0.5290950744558992 0.0011538244181759215
31 0.5397899397449982 0.0027863005624674127
32 0.4992800878099174 0.0032562853662899765
33 0.48371512435628256 0.00025050712225619564
34 0.4514066496163683 0.0
35 0.548625709351098 0.0015468464508231626
37 0.5111454912856782 0.0007238208629548342
38 0.52031130320604 0.0
39 0.48585341124362974 0.0003059391140874935
40 0.5022526041666666 0.00045612597995334437
41 0.5248056495163492 0.0010042770789204672
42 0.5254746992742817 0.00034930602950890825
43 0.5340283346698744 0.0010874054797249844
44 0.5101690281475846 0.000875675365628164
46 0.5280352748154226 0.0010253757220635893
47 0.5120745983196029 0.0010893082443913418
48 0.49955138305322133 9.504713822569645e-05
49 0.49722097040709035 0.0004791231436376931
50 0.4712421052631579 0.0
51 0.5263021963263703 0.0
52 0.5059741155469003 0.0
53 0.5070480763483494 1.6968339279113438e-05
58 0.5412182443809942 0.0
59 0.5051874133179632 2.657136641375598e-06
61 0.5107150962831054 0.00014458803953126527
66 0.5688388164298228 0.0
71 0.47529525917615495 0.003210581137464586
75 0.4696936936936937 0.0
76 0.5180351446798815 0.0006150010122378434
80 0.48082880434782604 0.0
84 0.47845186109378246 0.0
92 0.48284571921087915 1.6371408637659724e-05
98 0.4790375130096384 0.0
103 0.5062019027827386 0.0
110 0.5280566905005107 0.0007621603794599781
115 0.5273593711618766 0.0
121 0.49122312169162935 0.00013287168716600718
136 0.4875451048474946 0.0
144 0.517446294132918 0.0
156 0.4938821545752825 0.0
422 0.4871984617655257 0.0
genes_500_exps_10_bgr mrnetb:
1 0.7272777585277586 0.08471884922937838
2 0.6542396963238647 0.049591049993552565
3 0.6223446973222072 0.03887377055369761
4 0.5896043189150043 0.024349773843967113
5 0.5542015633724175 0.019850669213989793
6 0.5670590207914151 0.017144392916857275
7 0.5569681044623288 0.013114737558813294
8 0.54068848867866 0.012797311458781772
9 0.5325225004841555 0.008411900435215842
10 0.513562091503268 0.010980986669321574
11 0.48411695315133135 0.003579904432358397
12 0.5328614425740466 0.004502010447145858
13 0.5231470657002572 0.0034848465839441845
14 0.5069433608987362 0.0035858836969293972
15 0.45983925549915394 0.0021775709958457502
16 0.5377892876940134 0.0038406222258847615
17 0.5088040811441565 0.003426910780945449
18 0.5118371426416232 0.005260508347094084
19 0.5527321744728794 0.004551576437540915
20 0.5241581632653062 0.010619372136609743
21 0.5166634239667948 0.004413880806659113
22 0.5053634504554749 0.0008732593056642939
23 0.5093648480263451 0.004827066621673096
24 0.4941604459406714 0.0017733366718400824
25 0.5097465201465201 0.002882360603791811
26 0.5524601168851683 0.003390197069046289
27 0.4796971946252522 0.0022276970933915578
28 0.47316223300019594 0.0012757112966238881
29 0.5410747895876984 0.0027248114663519416
30 0.5219931271477664 0.0010745234074546444
31 0.5342679516628384 0.0024606574896546304
32 0.4999322055785124 0.0033230748817199437
33 0.48039860863025297 0.00010044024614732977
34 0.45248751674582877 0.0
35 0.5525289908709599 0.0016294863354167027
37 0.5106789032022677 0.0005570603822034566
38 0.5115576102418208 0.0
39 0.48795592198297716 0.00047295369493115594
40 0.5005468750000001 0.0003563531663682733
41 0.5285909272022855 0.0015132319721407178
42 0.5263072870066607 0.00043948147647737234
43 0.5296007387426794 0.0010222906767346491
44 0.5147335013313047 0.0011065460535733323
46 0.5281674414365144 0.0009000435296305448
47 0.5094513034612609 0.001445922069312304
48 0.4970949317226891 7.070846036216271e-05
49 0.5007296293911887 0.0003047627758781475
50 0.4692736842105263 0.0
51 0.5167358829727887 0.0
52 0.5062986854917234 0.0
53 0.5098623259150046 8.454573684529177e-05
58 0.5369628084047148 0.0
59 0.4990678866694285 1.4478053099403215e-05
61 0.5057132631505439 0.00014041995536165646
66 0.5671598209071442 0.0
71 0.4720129171151777 0.0031228885039044003
75 0.4697009009009009 0.0
76 0.5136384996582365 0.0008720505715442677
80 0.48233016304347825 0.0
84 0.47995295279683925 0.0
92 0.48453062152844284 9.631416822367052e-06
98 0.47823996560930354 0.0
103 0.5041833078979554 0.0
110 0.5251046986721144 0.0007621603794599781
115 0.528400884303611 0.0
121 0.489319192546 0.00016015541568466872
136 0.4920172930283224 0.0
144 0.5219447689511942 0.0
156 0.495055596062705 0.0
422 0.4880655635546663 0.0
